Entry	Entry Name	Protein names	Organism	Organism (ID)
A0ABY6RDI1	A0ABY6RDI1_9MYCO	Cutinase cut3 (EC 3.1.1.74)	Mycobacterium persicum	1487726
A0ABY6RXF0	A0ABY6RXF0_PODCO	Cutinase G-box binding protein	Podospora comata	48703
A0ABY6S3N7	A0ABY6S3N7_PODCO	Cutinase transcription factor 1 beta	Podospora comata	48703
A0ABY6SHZ9	A0ABY6SHZ9_PODCO	Cutinase transcription factor 1 alpha	Podospora comata	48703
A0ABY7QCI0	A0ABY7QCI0_9ACTN	Cutinase family protein	Kitasatospora cathayae	3004092
A0ABY7R2G0	A0ABY7R2G0_9ACTN	Cutinase family protein	Cutibacterium equinum	3016342
A0ABY7U519	A0ABY7U519_9CORY	Cutinase	Corynebacterium massiliense DSM 45435	1121364
A0ABY7UA43	A0ABY7UA43_9CORY	Cutinase	Corynebacterium ihumii	1232427
A0ABY7UAR8	A0ABY7UAR8_9CORY	Cutinase	Corynebacterium massiliense DSM 45435	1121364
A0ABY7UBK0	A0ABY7UBK0_9CORY	Cutinase	Corynebacterium massiliense DSM 45435	1121364
A0ABY7UG10	A0ABY7UG10_9CORY	Cutinase	Corynebacterium jeddahense	1414719
A0ABY7UG63	A0ABY7UG63_9CORY	Cutinase	Corynebacterium jeddahense	1414719
A0ABY7UG87	A0ABY7UG87_9CORY	Cutinase	Corynebacterium ihumii	1232427
A0ABY7UGB0	A0ABY7UGB0_9CORY	Cutinase	Corynebacterium ihumii	1232427
A0ABY7UMR4	A0ABY7UMR4_9CORY	Cutinase	Corynebacterium jeddahense	1414719
A0ABY7UPT3	A0ABY7UPT3_9CORY	Cutinase	Corynebacterium jeddahense	1414719
A0ABY8VC14	A0ABY8VC14_9CORY	Cutinase family protein	Corynebacterium breve	3049799
A0ABY8VEI4	A0ABY8VEI4_9CORY	Cutinase family protein	Corynebacterium breve	3049799
A0ABY8VML4	A0ABY8VML4_9CORY	Cutinase family protein	Corynebacterium suedekumii	3049801
A0ABY8VS77	A0ABY8VS77_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8VVF9	A0ABY8VVF9_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8VVV1	A0ABY8VVV1_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8VVZ6	A0ABY8VVZ6_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8VWE5	A0ABY8VWE5_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8VWM6	A0ABY8VWM6_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8W114	A0ABY8W114_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8W1P2	A0ABY8W1P2_9MYCO	Cutinase family protein	Candidatus Mycobacterium wuenschmannii	3027808
A0ABY8WAP8	A0ABY8WAP8_9ACTN	Cutinase family protein	Actinoplanes oblitus	3040509
A0ABY8XJB7	A0ABY8XJB7_9PSEU	Cutinase family protein	Amycolatopsis nalaikhensis	715472
A0ABY9JC11	A0ABY9JC11_9ACTN	Cutinase family protein	Streptomyces glycanivorans	3033808
A0ABY9U0L1	A0ABY9U0L1_9ACTN	Cutinase family protein	Streptomyces janthinus	67308
A0ABZ0KPI9	A0ABZ0KPI9_STRC4	Cutinase family protein	Streptomyces coeruleorubidus	116188
A0ABZ0NNM5	A0ABZ0NNM5_CERBT	Cutinase transcription factor 1 alpha	Cercospora beticola (Sugarbeet leaf spot fungus)	122368
A0ABZ1F3H3	A0ABZ1F3H3_9ACTN	Cutinase family protein	Streptomyces cyaneofuscatus	66883
A0ABZ1KCN2	A0ABZ1KCN2_9ACTN	Cutinase family protein	[Kitasatospora] papulosa	1464011
A0ABZ1MXI5	A0ABZ1MXI5_STREF	Cutinase family protein	Streptomyces purpurascens	1924
A0ABZ1MZG0	A0ABZ1MZG0_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1N095	A0ABZ1N095_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1N5F6	A0ABZ1N5F6_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1N7R2	A0ABZ1N7R2_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1NAG3	A0ABZ1NAG3_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1NBN7	A0ABZ1NBN7_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1NHA0	A0ABZ1NHA0_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1NHN5	A0ABZ1NHN5_9NOCA	Cutinase family protein	Nocardia salmonicida	53431
A0ABZ1P6P4	A0ABZ1P6P4_STRVL	Cutinase family protein	Streptomyces violaceus (Streptomyces venezuelae)	1936
A0ABZ1Q561	A0ABZ1Q561_9ACTN	Cutinase family protein	Streptomyces erythrochromogenes	285574
A0ABZ1YM32	A0ABZ1YM32_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1YSK4	A0ABZ1YSK4_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1YSU3	A0ABZ1YSU3_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1YT18	A0ABZ1YT18_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1YUB0	A0ABZ1YUB0_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1YUZ8	A0ABZ1YUZ8_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1YXY9	A0ABZ1YXY9_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1Z2Q3	A0ABZ1Z2Q3_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1Z3T5	A0ABZ1Z3T5_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1Z479	A0ABZ1Z479_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1Z652	A0ABZ1Z652_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1ZBR9	A0ABZ1ZBR9_9NOCA	Cutinase family protein	Nocardia vinacea	96468
A0ABZ1ZQU7	A0ABZ1ZQU7_STRAQ	Cutinase family protein	Streptomyces anulatus (Streptomyces chrysomallus)	1892
A0ABZ2AXW4	A0ABZ2AXW4_9TREE	Cutinase palindrome-binding protein	Cryptococcus decagattii	1859122
A0ABZ2PFE7	A0ABZ2PFE7_9NOCA	Cutinase family protein	Rhodococcus sovatensis	1805840
A0ABZ2PFH3	A0ABZ2PFH3_9NOCA	Cutinase family protein	Rhodococcus sovatensis	1805840
A0ABZ2PFX5	A0ABZ2PFX5_9NOCA	Cutinase family protein	Rhodococcus sovatensis	1805840
A0ABZ2PLD7	A0ABZ2PLD7_9NOCA	Cutinase family protein	Rhodococcus sovatensis	1805840
A0ABZ2PSI4	A0ABZ2PSI4_9NOCA	Cutinase family protein	Rhodococcus sovatensis	1805840
A0ABZ2U582	A0ABZ2U582_9ACTN	Cutinase family protein	Gordonia hydrophobica	40516
A0ABZ2U867	A0ABZ2U867_9ACTN	Cutinase family protein	Gordonia hydrophobica	40516
A0ABZ2WFH4	A0ABZ2WFH4_9HYPO	Cutinase-domain-containing protein	Fusarium acuminatum	5515
A0ABZ2WJ66	A0ABZ2WJ66_9HYPO	Cutinase palindrome-binding protein	Fusarium acuminatum	5515
A0ABZ2WKU7	A0ABZ2WKU7_9HYPO	Cutinase	Fusarium acuminatum	5515
A0ABZ2WNB7	A0ABZ2WNB7_9HYPO	Cutinase transcription factor 1 alpha	Fusarium acuminatum	5515
A0ABZ2WTH4	A0ABZ2WTH4_9HYPO	Cutinase	Fusarium acuminatum	5515
A0ABZ2X213	A0ABZ2X213_9HYPO	Cutinase	Fusarium acuminatum	5515
A0ABZ2X638	A0ABZ2X638_9HYPO	Cutinase-domain-containing protein	Fusarium acuminatum	5515
A0ABZ2X7H9	A0ABZ2X7H9_9HYPO	Cutinase-domain-containing protein	Fusarium acuminatum	5515
A0ABZ2X830	A0ABZ2X830_9HYPO	Cutinase-domain-containing protein	Fusarium acuminatum	5515
A0ABZ2XBA4	A0ABZ2XBA4_9HYPO	Cutinase-domain-containing protein	Fusarium acuminatum	5515
A0ABZ2XC67	A0ABZ2XC67_9HYPO	Cutinase	Fusarium acuminatum	5515
A0ABZ3FTR4	A0ABZ3FTR4_9ACTN	Cutinase family protein	Ammonicoccus fulvus	3138240
A0PP33	A0PP33_MYCUA	Cutinase Cut1	Mycobacterium ulcerans (strain Agy99)	362242
A0PVG7	A0PVG7_MYCUA	Cutinase, Cut5	Mycobacterium ulcerans (strain Agy99)	362242
A0QNX2	A0QNX2_MYCS2	Serine esterase, cutinase family protein	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
A0QRN8	A0QRN8_MYCS2	Serine esterase, cutinase family protein	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
A0QSA0	A0QSA0_MYCS2	Cutinase superfamily protein	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
A0QU66	A0QU66_MYCS2	Serine esterase, cutinase family protein	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
A0R5Y1	A0R5Y1_MYCS2	Serine esterase, cutinase family protein	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
A1JKC4	A1JKC4_YERE8	PET hydrolase/cutinase-like domain-containing protein	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	393305
A1T4L7	A1T4L7_MYCVP	Cutinase	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A1T9Q7	A1T9Q7_MYCVP	Cutinase (EC 3.1.1.74)	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A1TAE1	A1TAE1_MYCVP	Cutinase (EC 3.1.1.74)	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A1TGV7	A1TGV7_MYCVP	Cutinase	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A1THA8	A1THA8_MYCVP	Cutinase	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A1THB9	A1THB9_MYCVP	Cutinase	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A1UBL2	A1UBL2_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UBY9	A1UBY9_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UE80	A1UE80_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UN49	A1UN49_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UN81	A1UN81_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UNU1	A1UNU1_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UP17	A1UP17_MYCSK	Cutinase	Mycobacterium sp. (strain KMS)	189918
A1UQK3	A1UQK3_MYCSK	Cutinase family protein	Mycobacterium sp. (strain KMS)	189918
A3FQ51	A3FQ51_CRYPI	Cutinase negative acting protein, putative	Cryptosporidium parvum (strain Iowa II)	353152
A3IUY0	A3IUY0_9CHRO	PET hydrolase/cutinase-like domain-containing protein	Crocosphaera chwakensis CCY0110	391612
A4A792	A4A792_9GAMM	Cutinase	Congregibacter litoralis KT71	314285
A4FPF9	A4FPF9_SACEN	PET hydrolase/cutinase-like domain-containing protein	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	405948
A4T1R1	A4T1R1_MYCGI	Cutinase	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	350054
A4T482	A4T482_MYCGI	Cutinase	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	350054
A4T6E1	A4T6E1_MYCGI	Cutinase	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	350054
A4T9U0	A4T9U0_MYCGI	Cutinase	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	350054
A4TAB3	A4TAB3_MYCGI	Cutinase (EC 3.1.1.74)	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	350054
A4Y035	A4Y035_ECTM1	PET hydrolase/cutinase-like domain-containing protein	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	399739
A5CUI5	A5CUI5_CLAM3	Cutinase	Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382)	443906
A5U3C4	A5U3C4_MYCTA	Cutinase Cut1	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	419947
A5U8C8	A5U8C8_MYCTA	Cutinase Cut4	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	419947
A5U950	A5U950_MYCTA	Cutinase Cut5a	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	419947
A5U951	A5U951_MYCTA	Cutinase Cut5b	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	419947
A6VYE6	A6VYE6_MARMS	Cutinase	Marinomonas sp. (strain MWYL1)	400668
A7E9G1	A7E9G1_SCLS1	PET hydrolase/cutinase-like domain-containing protein	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A7EWT6	A7EWT6_SCLS1	Cutinase	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A8NQ30	A8NQ30_COPC7	Cutinase	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	240176
A9CKI2	A9CKI2_AGRFC	PET hydrolase/cutinase-like domain-containing protein	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	176299
A9KJ46	A9KJ46_LACP7	PET hydrolase/cutinase-like domain-containing protein	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	357809
B0SWF7	B0SWF7_CAUSK	PET hydrolase/cutinase-like domain-containing protein	Caulobacter sp. (strain K31)	366602
B0TZW9	B0TZW9_FRAP2	PET hydrolase/cutinase-like domain-containing protein	Francisella philomiragia subsp. philomiragia (strain ATCC 25017 / CCUG 19701 / FSC 153 / O#319-036)	484022
B1MDM9	B1MDM9_MYCA9	Probable cutinase Cut1	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	561007
B1MEL4	B1MEL4_MYCA9	Hypothetical cutinase	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	561007
B1MG95	B1MG95_MYCA9	Probable cutinase cut3	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	561007
B1MGD9	B1MGD9_MYCA9	Probable cutinase Cut4	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	561007
B1MJW8	B1MJW8_MYCA9	Serine esterase, cutinase family	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	561007
B1VIX1	B1VIX1_CORU7	Cutinase family protein	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	504474
B1VZ77	B1VZ77_STRGG	PET hydrolase/cutinase-like domain-containing protein	Streptomyces griseus subsp. griseus (strain JCM 4626 / CBS 651.72 / NBRC 13350 / KCC S-0626 / ISP 5235)	455632
B1X2S9	B1X2S9_CROS5	PET hydrolase/cutinase-like domain-containing protein	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	43989
B2ALW8	B2ALW8_PODAN	Cutinase G-box binding protein (Podospora anserina S mat+ genomic DNA chromosome 1, supercontig 3)	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	515849
B2B6Z6	B2B6Z6_PODAN	Cutinase transcription factor 1 beta (Podospora anserina S mat+ genomic DNA chromosome 2, supercontig 2)	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	515849
B2HLC4	B2HLC4_MYCMM	Cutinase, Cut5	Mycobacterium marinum (strain ATCC BAA-535 / M)	216594
B2HQY3	B2HQY3_MYCMM	Cutinase Cut1	Mycobacterium marinum (strain ATCC BAA-535 / M)	216594
B2VTB5	B2VTB5_PYRTR	Cutinase transcription factor 1 alpha	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B2VZG5	B2VZG5_PYRTR	Cutinase G-box binding protein	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B2W4G3	B2W4G3_PYRTR	Cutinase gene palindrome-binding protein	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B2W9X2	B2W9X2_PYRTR	Cutinase multi-domain protein	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B2WAH9	B2WAH9_PYRTR	PET hydrolase/cutinase-like domain-containing protein	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B2WH88	B2WH88_PYRTR	Cutinase multi-domain protein	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B2WM87	B2WM87_PYRTR	Cutinase transcription factor 1 alpha	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B5XRU1	B5XRU1_KLEP3	PET hydrolase/cutinase-like domain-containing protein	Klebsiella pneumoniae (strain 342)	507522
B6QM05	B6QM05_TALMQ	Cutinase transcription factor 1 beta, putative	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	441960
B8M876	B8M876_TALSN	Cutinase transcription factor 1 alpha, putative	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	441959
B9U445	B9U445_COPCI	Cutinase (EC 3.1.1.74)	Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)	5346
C0E0L7	C0E0L7_9CORY	PET hydrolase/cutinase-like domain-containing protein	Corynebacterium matruchotii ATCC 33806	566549
C0E179	C0E179_9CORY	Cutinase	Corynebacterium matruchotii ATCC 33806	566549
C0E3P5	C0E3P5_9CORY	Cutinase	Corynebacterium matruchotii ATCC 33806	566549
C0E5Y2	C0E5Y2_9CORY	Cutinase	Corynebacterium matruchotii ATCC 33806	566549
C0NML8	C0NML8_AJECG	Cutinase transcription factor 1 alpha	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	447093
C0XNS0	C0XNS0_CORLD	Cutinase	Corynebacterium lipophiloflavum (strain ATCC 700352 / DSM 44291 / CCUG 37336 / JCM 10383 / DMMZ 1944)	525263
C0XUT3	C0XUT3_CORLD	PET hydrolase/cutinase-like domain-containing protein	Corynebacterium lipophiloflavum (strain ATCC 700352 / DSM 44291 / CCUG 37336 / JCM 10383 / DMMZ 1944)	525263
C0ZLJ3	C0ZLJ3_RHOE4	Cutinase	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	234621
C0ZLU9	C0ZLU9_RHOE4	Cutinase	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	234621
C0ZW83	C0ZW83_RHOE4	PET hydrolase/cutinase-like domain-containing protein	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	234621
C0ZYC0	C0ZYC0_RHOE4	Cutinase	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	234621
C1AAJ2	C1AAJ2_GEMAT	PET hydrolase/cutinase-like domain-containing protein	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	379066
C1B062	C1B062_RHOOB	PET hydrolase/cutinase-like domain-containing protein	Rhodococcus opacus (strain B4)	632772
C1B7Y1	C1B7Y1_RHOOB	Cutinase	Rhodococcus opacus (strain B4)	632772
C1B934	C1B934_RHOOB	Cutinase	Rhodococcus opacus (strain B4)	632772
C1B9E5	C1B9E5_RHOOB	Cutinase	Rhodococcus opacus (strain B4)	632772
C1BBT3	C1BBT3_RHOOB	Cutinase	Rhodococcus opacus (strain B4)	632772
C1BDN0	C1BDN0_RHOOB	Cutinase	Rhodococcus opacus (strain B4)	632772
C1BE64	C1BE64_RHOOB	Cutinase	Rhodococcus opacus (strain B4)	632772
C1EB38	C1EB38_MICCC	PET hydrolase/cutinase-like domain-containing protein	Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga)	296587
C1GC95	C1GC95_PARBD	Cutinase	Paracoccidioides brasiliensis (strain Pb18)	502780
C1H882	C1H882_PARBA	Cutinase gene palindrome-binding protein	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	502779
C1HCA5	C1HCA5_PARBA	Cutinase transcription factor 1 alpha	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	502779
C1IC18	C1IC18_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces asoensis	249586
C3KMP5	C3KMP5_SINFN	PET hydrolase/cutinase-like domain-containing protein	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	394
C3PL53	C3PL53_CORA7	PET hydrolase/cutinase-like domain-containing protein	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	548476
C4JH99	C4JH99_UNCRE	Cutinase transcription factor 1 alpha	Uncinocarpus reesii (strain UAMH 1704)	336963
C4JJ42	C4JJ42_UNCRE	Cutinase transcription factor 1 beta	Uncinocarpus reesii (strain UAMH 1704)	336963
C4LLQ4	C4LLQ4_CORK4	PET hydrolase/cutinase-like domain-containing protein	Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717)	645127
C5KQB7	C5KQB7_PERM5	Cutinase negative acting protein, putative	Perkinsus marinus (strain ATCC 50983 / TXsc)	423536
C5PII3	C5PII3_COCP7	Cutinase family protein	Coccidioides posadasii (strain C735) (Valley fever fungus)	222929
C6CKU7	C6CKU7_DICC1	PET hydrolase/cutinase-like domain-containing protein	Dickeya chrysanthemi (strain Ech1591) (Dickeya zeae (strain Ech1591))	561229
C6H2A5	C6H2A5_AJECH	Cutinase transcription factor 1 alpha	Ajellomyces capsulatus (strain H143) (Darling's disease fungus) (Histoplasma capsulatum)	544712
C6HHA6	C6HHA6_AJECH	Cutinase transcription factor 1 alpha	Ajellomyces capsulatus (strain H143) (Darling's disease fungus) (Histoplasma capsulatum)	544712
C6R7I1	C6R7I1_9CORY	Cutinase	Corynebacterium tuberculostearicum SK141	553206
C6VZJ3	C6VZJ3_DYAFD	PET hydrolase/cutinase-like domain-containing protein	Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114)	471854
C7GF76	C7GF76_9FIRM	PET hydrolase/cutinase-like domain-containing protein	Roseburia intestinalis L1-82	536231
C7M675	C7M675_CAPOD	PET hydrolase/cutinase-like domain-containing protein	Capnocytophaga ochracea (strain ATCC 27872 / DSM 7271 / CCUG 9716 / JCM 12966 / NCTC 12371 / SS31 / VPI 2845) (Bacteroides ochraceus)	521097
C7MVE8	C7MVE8_SACVD	Cutinase	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	471857
C7MVV4	C7MVV4_SACVD	PET hydrolase/cutinase-like domain-containing protein	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	471857
C7NJ46	C7NJ46_KYTSD	Cutinase	Kytococcus sedentarius (strain ATCC 14392 / DSM 20547 / JCM 11482 / CCUG 33030 / NBRC 15357 / NCTC 11040 / CCM 314 / 541) (Micrococcus sedentarius)	478801
C7YIJ8	C7YIJ8_FUSV7	Cutinase palindrome-binding protein	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	660122
C7ZI04	C7ZI04_FUSV7	PET hydrolase/cutinase-like domain-containing protein	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	660122
C8XF28	C8XF28_NAKMY	Cutinase	Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104) (Microsphaera multipartita)	479431
C9LPX1	C9LPX1_9FIRM	PET hydrolase/cutinase-like domain-containing protein	Dialister invisus DSM 15470	592028
C9S9N5	C9S9N5_VERA1	Cutinase transcription factor 1 alpha	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	526221
C9SFN9	C9SFN9_VERA1	Cutinase transcription factor 1 beta	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	526221
C9SI04	C9SI04_VERA1	Cutinase G-box binding protein	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	526221
C9SJ73	C9SJ73_VERA1	Cutinase transcription factor 1 alpha	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	526221
C9SNJ5	C9SNJ5_VERA1	Cutinase transcription factor 1 beta	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	526221
