protein_id	taxid	genus	species	source_db
A0A7I7Y2A8		Mycolicibacterium	Mycolicibacterium confluentis	UniProt
A0A7I7Y5C2		Mycolicibacterium	Mycolicibacterium confluentis	UniProt
A0A7I7YUK4		Mycobacterium	Mycobacterium parmense	UniProt
A0A7I7ZMV3		Mycolicibacterium	Mycolicibacterium phocaicum	UniProt
A0A7I7ZPK2		Mycolicibacterium	Mycolicibacterium phocaicum	UniProt
A0A7I7ZWS1		Mycolicibacterium	Mycolicibacterium phocaicum	UniProt
A0A7I9V0X8		Gordonia	Gordonia crocea	UniProt
A0A7I9V896		Gordonia	Gordonia spumicola	UniProt
A0A7I9WTA7		Mycolicibacterium	Mycolicibacterium murale	UniProt
A0A7I9XGY1		Mycolicibacter	Mycolicibacter senuensis	UniProt
A0A7I9XMA6		Mycolicibacter	Mycolicibacter senuensis	UniProt
A0A7I9XTV7		Mycobacterium	Mycobacterium botniense	UniProt
A0A7I9YBI0		Mycolicibacter	Mycolicibacter algericus (Mycobacterium algericum)	UniProt
A0A7I9YES5		Mycolicibacter	Mycolicibacter algericus (Mycobacterium algericum)	UniProt
A0A7I9YJS5		Mycobacterium	Mycobacterium bourgelatii	UniProt
A0A7I9Z900		Mycobacterium	Mycobacterium timonense	UniProt
A0A7I9ZML0		Mycolicibacterium	Mycolicibacterium hippocampi	UniProt
A0A7I9ZQS9		Mycolicibacterium	Mycolicibacterium hippocampi	UniProt
A0A7J0C8C1		Streptomyces	Streptomyces fulvorobeus	UniProt
A0A7J0CUU3		Streptomyces	Streptomyces microflavus (Streptomyces lipmanii)	UniProt
A0A7J5A9S5		Tenacibaculum	Tenacibaculum aiptasiae	UniProt
A0A7J5D4E8		Streptomyces	Streptomyces triticiradicis	UniProt
A0A7J5DQB5		Nocardioides	Nocardioides simplex (Arthrobacter simplex)	UniProt
A0A7J5E4M4		Nocardioides	Nocardioides simplex (Arthrobacter simplex)	UniProt
A0A7K0C5U5		Actinomadura	Actinomadura macrotermitis	UniProt
A0A7K0CMB4		Streptomyces	Streptomyces smaragdinus	UniProt
A0A7K0D1T1		Nocardia	Nocardia macrotermitis	UniProt
A0A7K0D2R0		Nocardia	Nocardia macrotermitis	UniProt
A0A7K0DCP3		Nocardia	Nocardia macrotermitis	UniProt
A0A7K0DR18		Nocardia	Nocardia aurantia	UniProt
A0A7K1GCZ4		Winogradskyella	Winogradskyella ouciana	UniProt
A0A7K1V200		Nocardia	Nocardia terrae	UniProt
A0A7K1V6E7		Nocardia	Nocardia terrae	UniProt
A0A7K3L8Q5		Mycolicibacter	Mycolicibacter kumamotonensis	UniProt
A0A7K3LG43		Mycolicibacter	Mycolicibacter kumamotonensis	UniProt
A0A7K3LGF2		Mycolicibacter	Mycolicibacter kumamotonensis	UniProt
A0A7K3LS60		Gordonia	Gordonia desulfuricans	UniProt
A0A7K3WND3		Cryomorpha	Cryomorpha ignava	UniProt
A0A7L4ZLH4		Kordia	Kordia antarctica	UniProt
A0A7L6BDZ6		Micromonospora	Micromonospora robiginosa	UniProt
A0A7L8AEK3		Polaribacter	Polaribacter haliotis	UniProt
A0A7L9WMA0		Pseudooceanicola	Pseudooceanicola spongiae	UniProt
A0A7L9WQR3		Pseudooceanicola	Pseudooceanicola spongiae	UniProt
A0A7M1KMH3		Pseudomonas	Pseudomonas poae	UniProt
A0A7M2GIB1		Sphingobium	Sphingobium fuliginis (strain ATCC 27551)	UniProt
A0A7M2J172		Pseudomonas	Pseudomonas fluorescens	UniProt
A0A7M2T7P8		Streptomyces	Streptomyces chromofuscus	UniProt
A0A7M2XJP5		Rhodococcus	Rhodococcus pyridinivorans	UniProt
A0A7M2XKF0		Rhodococcus	Rhodococcus pyridinivorans	UniProt
A0A7R7MWM6		Mycobacterium	Mycobacterium intracellulare	UniProt
A0A7S2AEE9		Alexandrium	Alexandrium andersonii	UniProt
A0A7S3FRS7		Chloropicon	Chloropicon roscoffensis	UniProt
A0A7S3K729		Euplotes	Euplotes crassus	UniProt
A0A7S3MNF0		Favella	Favella ehrenbergii	UniProt
A0A7S4RIX8		Alexandrium	Alexandrium monilatum	UniProt
A0A7S6ZUJ4		Novilysobacter	Novilysobacter avium	UniProt
A0A7S9QF63		Pontivivens	Pontivivens ytuae	UniProt
A0A7T4QZ28		Spongiibacter	Spongiibacter nanhainus	UniProt
A0A7T4R1E8		Spongiibacter	Spongiibacter nanhainus	UniProt
A0A7T4R2F3		Spongiibacter	Spongiibacter nanhainus	UniProt
A0A7T4US45		Spongiibacter	Spongiibacter nanhainus	UniProt
A0A7T6VGH9		Burkholderia	Burkholderia anthina	UniProt
A0A7T7WFZ9		Acinetobacter	Acinetobacter variabilis	UniProt
A0A7T9UGL6		Acinetobacter	Acinetobacter ursingii	UniProt
A0A7U4DD99		Acinetobacter	Acinetobacter baumannii (strain ACICU)	UniProt
A0A7U4DGL4		Acinetobacter	Acinetobacter baumannii (strain AB0057)	UniProt
A0A7U4E500		Runella	Runella slithyformis (strain ATCC 29530 / DSM 19594 / LMG 11500 / NCIMB 11436 / LSU 4)	UniProt
A0A7U4NXC5		Acinetobacter	Acinetobacter baumannii	UniProt
A0A7U4SRU0		Burkholderia	Burkholderia humptydooensis	UniProt
A0A7U6M2W5		Pseudomonas	Pseudomonas putida (Arthrobacter siderocapsulatus)	UniProt
A0A7U9L4Y2		Streptomyces	Streptomyces chrestomyceticus JCM 4735	UniProt
A0A7V1A6P2		Sulfitobacter	Sulfitobacter litoralis	UniProt
A0A7V1BKQ4		Halopseudomonas	Halopseudomonas xinjiangensis	UniProt
A0A7V1BRE5		Halopseudomonas	Halopseudomonas xinjiangensis	UniProt
A0A7V5U1F2		Hellea	Hellea balneolensis	UniProt
A0A7V7GUJ0		Halopseudomonas	Halopseudomonas laoshanensis	UniProt
A0A7V8FEW1		Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	UniProt
A0A7V8FUG3		Herbaspirillum	Herbaspirillum frisingense	UniProt
A0A7V8ILH3		Pectobacterium	Pectobacterium fontis	UniProt
A0A7V8IM41		Pectobacterium	Pectobacterium fontis	UniProt
A0A7V8LL98		Mycobacteroides	Mycobacteroides immunogenum	UniProt
A0A7V8LLM1		Mycobacteroides	Mycobacteroides immunogenum	UniProt
A0A7W2EDT1		Rugamonas	Rugamonas fusca	UniProt
A0A7W2EUB6		Rugamonas	Rugamonas brunnea	UniProt
A0A7W4DEV0		Aquipseudomonas	Aquipseudomonas guryensis	UniProt
A0A7W4QE09		Aquipseudomonas	Aquipseudomonas ullengensis	UniProt
A0A7W4Z483		Litorivivens	Litorivivens lipolytica	UniProt
A0A7W6A2Z7		Brevundimonas	Brevundimonas mediterranea	UniProt
A0A7W6DM75		Sagittula	Sagittula marina	UniProt
A0A7W6DX51		Sagittula	Sagittula marina	UniProt
A0A7W6E4Z0		Sulfitobacter	Sulfitobacter undariae	UniProt
A0A7W6GY45		Sulfitobacter	Sulfitobacter undariae	UniProt
A0A7W6LTV9		Sphingobium	Sphingobium scionense	UniProt
A0A7W6M4T0		Sulfitobacter	Sulfitobacter noctilucicola	UniProt
A0A7W6Q3K6		Sulfitobacter	Sulfitobacter noctilucicola	UniProt
A0A7W7CRM3		Paractinoplanes	Paractinoplanes abujensis	UniProt
A0A7W7H117		Actinoplanes	Actinoplanes octamycinicus	UniProt
A0A7W7KKE0		Pseudomonas	Pseudomonas nitroreducens	UniProt
A0A7W7MS90		Actinoplanes	Actinoplanes digitatis	UniProt
A0A7W7U3K7		Streptomyces	Streptomyces nymphaeiformis	UniProt
A0A7W7Y0H6		Rehaibacterium	Rehaibacterium terrae	UniProt
A0A7W8L3S5		Paraburkholderia	Paraburkholderia youngii	UniProt
A0A7W8M905		Quisquiliibacterium	Quisquiliibacterium transsilvanicum	UniProt
A0A7W9BNH6		Yoonia	Yoonia ponticola	UniProt
A0A7W9EWC2		Yoonia	Yoonia ponticola	UniProt
A0A7W9PA63		Nocardia	Nocardia transvalensis	UniProt
A0A7W9PHB4		Nocardia	Nocardia transvalensis	UniProt
A0A7X0BTJ6		Pseudomonas	Pseudomonas fluvialis	UniProt
A0A7X0BUN6		Pseudomonas	Pseudomonas fluvialis	UniProt
A0A7X1AT14		Pseudomonas	Pseudomonas cremoris	UniProt
A0A7X1U514		Pseudomonas	Pseudomonas piscis	UniProt
A0A7X2HJK8		Ralstonia	Ralstonia pickettii (Burkholderia pickettii)	UniProt
A0A7X2LWF9		Pseudoduganella	Pseudoduganella rivuli	UniProt
A0A7X2RQ77		Pseudomonas	Pseudomonas karstica	UniProt
A0A7X2SYK5		Enterobacter	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	UniProt
A0A7X5TXU0		Mycolicibacterium	Mycolicibacterium fluoranthenivorans	UniProt
A0A7X5U287		Mycolicibacterium	Mycolicibacterium fluoranthenivorans	UniProt
A0A7X5U6F1		Mycolicibacterium	Mycolicibacterium fluoranthenivorans	UniProt
A0A7X5XY64		Sphingomonas	Sphingomonas trueperi	UniProt
A0A7X6BA47		Sphingopyxis	Sphingopyxis italica	UniProt
A0A7X6GXY3		Roseicyclus	Roseicyclus persicicus	UniProt
A0A7X6H073		Roseicyclus	Roseicyclus persicicus	UniProt
A0A7X6L617		Nocardia	Nocardia gamkensis	UniProt
A0A7X6L9L5		Nocardia	Nocardia gamkensis	UniProt
A0A7X6LWZ0		Nocardia	Nocardia veterana	UniProt
A0A7X6LWZ2		Nocardia	Nocardia veterana	UniProt
A0A7X6M3G9		Nocardia	Nocardia veterana	UniProt
A0A7X6MWB4		Mycolicibacterium	Mycolicibacterium septicum DSM 44393	UniProt
A0A7X6R6H2		Nocardia	Nocardia gamkensis	UniProt
A0A7X8RGI6		Corynebacterium	Corynebacterium pollutisoli	UniProt
A0A7X8SKC8		Flammeovirga	Flammeovirga agarivorans	UniProt
A0A7X9RX05		Flammeovirga	Flammeovirga aprica JL-4	UniProt
A0A7X9XSK3		Corynebacterium	Corynebacterium xerosis	UniProt
A0A7Y0BRL8		Novosphingobium	Novosphingobium olei	UniProt
A0A7Y0NK52		Marinobacter	Marinobacter orientalis	UniProt
A0A7Y0ZSN9		Pseudomonas	Pseudomonas veronii	UniProt
A0A7Y1FAG7		Pseudomonas	Pseudomonas veronii	UniProt
A0A7Y1MR37		Pseudomonas	Pseudomonas gessardii	UniProt
A0A7Y3RK37		Parvularcula	Parvularcula mediterranea	UniProt
A0A7Y7EB93		Streptomyces	Streptomyces morookaense (Streptoverticillium morookaense)	UniProt
A0A7Y7U4Z6		Hymenobacter	Hymenobacter lapidiphilus	UniProt
A0A7Y7V8C8		Pseudomonas	Pseudomonas edaphica	UniProt
A0A7Y7W9L6		Pseudomonas	Pseudomonas gingeri	UniProt
A0A7Y7WMS6		Pseudomonas	Pseudomonas gingeri	UniProt
A0A7Y7XBQ6		Pseudomonas	Pseudomonas gingeri	UniProt
A0A7Y7XX87		Pseudomonas	Pseudomonas gingeri	UniProt
A0A7Y8AMV0		Pseudomonas	Pseudomonas tolaasii	UniProt
A0A7Y8CJL9		Pseudomonas	Pseudomonas gingeri	UniProt
A0A7Y8EAD5		Pseudomonas	Pseudomonas edaphica	UniProt
A0A7Y8EGW5		Pseudomonas	Pseudomonas yamanorum	UniProt
A0A7Y8GC92		Pseudomonas	Pseudomonas salomonii	UniProt
A0A7Y8K8E6		Pseudomonas	Pseudomonas yamanorum	UniProt
A0A7Y8KIZ5		Pseudomonas	Pseudomonas reactans	UniProt
A0A7Y8KZ93		Hydrogenophaga	Hydrogenophaga aromaticivorans	UniProt
A0A7Y8RLX6		Pseudomonas	Pseudomonas allii	UniProt
A0A7Y9DSP6		Actinomycetospora	Actinomycetospora corticicola	UniProt
A0A7Y9W9F5		Paraburkholderia	Paraburkholderia bryophila	UniProt
A0A7Z0B7U8		Paraburkholderia	Paraburkholderia bryophila	UniProt
A0A7Z0BV71		Novosphingobium	Novosphingobium marinum	UniProt
A0A7Z0HXB4		Rhabdonatronobacter	Rhabdonatronobacter sediminivivens	UniProt
A0A7Z0I105		Rhabdonatronobacter	Rhabdonatronobacter sediminivivens	UniProt
A0A7Z1DXF0		Marinobacter	Marinobacter vinifirmus	UniProt
A0A7Z1GUA3		Pseudomonas	Pseudomonas poae	UniProt
A0A7Z2T2M5		Vibrio	Vibrio astriarenae	UniProt
A0A7Z3GRF5		Pseudomonas	Pseudomonas multiresinivorans	UniProt
A0A7Z6QMC9		Pseudomonas	Pseudomonas fluorescens	UniProt
A0A7Z7JBB0		Cupriavidus	Cupriavidus taiwanensis	UniProt
A0A7Z7NF05		Xanthomonas	Xanthomonas campestris pv. phaseoli	UniProt
A0A7Z8Y4T5		Brevundimonas	Brevundimonas mediterranea	UniProt
A0A807LJ61		Kosakonia	Kosakonia cowanii JCM 10956 = DSM 18146	UniProt
A0A810KWN2		Actinocatenispora	Actinocatenispora sera	UniProt
A0A810MZ67		Polymorphospora	Polymorphospora rubra	UniProt
A0A811GFD3		Acinetobacter	Acinetobacter bouvetii	UniProt
A0A812SDU4		Symbiodinium	Symbiodinium natans	UniProt
A0A812SZY5		Symbiodinium	Symbiodinium pilosum (Dinoflagellate)	UniProt
A0A828SU71		Acinetobacter	Acinetobacter baumannii 6014059	UniProt
A0A829C488		Mycobacterium	Mycobacterium orygis 112400015	UniProt
A0A829HDI8		Acinetobacter	Acinetobacter gyllenbergii CIP 110306 = MTCC 11365	UniProt
A0A829HIS5		Acinetobacter	Acinetobacter gyllenbergii CIP 110306 = MTCC 11365	UniProt
A0A829HTL2		Mycobacteroides	Mycobacteroides abscessus subsp. bolletii CRM-0020	UniProt
A0A831QZG6		Marinobacter	Marinobacter antarcticus	UniProt
A0A831W135		Marinobacter	Marinobacter antarcticus	UniProt
A0A833JQ93		Marinobacter	Marinobacter nauticus (Marinobacter hydrocarbonoclasticus) (Marinobacter aquaeolei)	UniProt
A0A833N7U1		Marinobacter	Marinobacter nauticus (Marinobacter hydrocarbonoclasticus) (Marinobacter aquaeolei)	UniProt
A0A833UBX9		Acinetobacter	Acinetobacter bereziniae (Acinetobacter genomosp. 10)	UniProt
A0A833UZZ9		Burkholderia	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	UniProt
A0A833V4I9		Burkholderia	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	UniProt
A0A835YFF0		Edaphochlamys	Edaphochlamys debaryana	UniProt
A0A837FB81		Enterobacter	Enterobacter hormaechei subsp. xiangfangensis	UniProt
A0A837FD05		Enterobacter	Enterobacter hormaechei subsp. xiangfangensis	UniProt
A0A837L9S0		Enterobacter	Enterobacter roggenkampii	UniProt
A0A838ADI1		Haloechinothrix	Haloechinothrix aidingensis	UniProt
A0A839ALG2		Tenacibaculum	Tenacibaculum pelagium	UniProt
A0A839EVF4		Phyllobacterium	Phyllobacterium myrsinacearum	UniProt
A0A839QAI0		Mycolicibacterium	Mycolicibacterium iranicum (Mycobacterium iranicum)	UniProt
A0A839QDH0		Mycolicibacterium	Mycolicibacterium iranicum (Mycobacterium iranicum)	UniProt
A0A839RHM6		Hoyosella	Hoyosella altamirensis	UniProt
A0A839RL25		Hoyosella	Hoyosella altamirensis	UniProt
A0A839RLV5		Hoyosella	Hoyosella altamirensis	UniProt
A0A839UUK4		Simiduia	Simiduia aestuariiviva	UniProt
A0A839UZN3		Endobacter	Endobacter medicaginis	UniProt
A0A840BN63		Niveibacterium	Niveibacterium umoris	UniProt
A0A840CFY5		Actibacterium	Actibacterium naphthalenivorans	UniProt
A0A840CI10		Actibacterium	Actibacterium naphthalenivorans	UniProt
A0A840EUF0		Gordonia	Gordonia humi	UniProt
A0A840IAV0		Conexibacter	Conexibacter arvalis	UniProt
A0A840R524		Zhongshania	Zhongshania antarctica	UniProt
A0A840R8S4		Silvimonas	Silvimonas terrae	UniProt
A0A840R8Y5		Zhongshania	Zhongshania antarctica	UniProt
A0A840R998		Zhongshania	Zhongshania antarctica	UniProt
A0A840S5X2		Inhella	Inhella inkyongensis	UniProt
A0A840TW78		Rhabdobacter	Rhabdobacter roseus	UniProt
A0A840W567		Micromonospora	Micromonospora parathelypteridis	UniProt
A0A840WSN3		Rubricella	Rubricella aquisinus	UniProt
A0A841HP61		Povalibacter	Povalibacter uvarum	UniProt
A0A842I0J8		Parasphingopyxis	Parasphingopyxis marina	UniProt
A0A842I1Z5		Paragemmobacter	Paragemmobacter straminiformis	UniProt
A0A842I1Z9		Parasphingopyxis	Parasphingopyxis marina	UniProt
A0A842I8F0		Paragemmobacter	Paragemmobacter straminiformis	UniProt
A0A842IQ01		Winogradskyella	Winogradskyella flava	UniProt
A0A843SGG8		Rugamonas	Rugamonas rivuli	UniProt
A0A843YEH9		Tritonibacter	Tritonibacter litoralis	UniProt
A0A843YEQ7		Tritonibacter	Tritonibacter litoralis	UniProt
A0A844AVT7		Caenimonas	Caenimonas koreensis DSM 17982	UniProt
A0A844AXA1		Tritonibacter	Tritonibacter aquimaris	UniProt
A0A844BIG0		Rhodovulum	Rhodovulum strictum	UniProt
A0A844CZK8		Roseovarius	Roseovarius bejariae	UniProt
A0A844D1Z9		Roseovarius	Roseovarius bejariae	UniProt
A0A844H467		Paracoccus	Paracoccus limosus	UniProt
A0A844HG44		Paracoccus	Paracoccus litorisediminis	UniProt
A0A844HZS2		Marinobacter	Marinobacter adhaerens	UniProt
A0A844I2F7		Marinobacter	Marinobacter adhaerens	UniProt
A0A844I3H7		Marinobacter	Marinobacter adhaerens	UniProt
A0A844M2G7		Psychrobacter	Psychrobacter sanguinis	UniProt
A0A844T4Q6		Bradyrhizobium	Bradyrhizobium pachyrhizi	UniProt
A0A844W2S1		Pseudooceanicola	Pseudooceanicola pacificus	UniProt
A0A845HXZ9		Duganella	Duganella fentianensis	UniProt
A0A845LX84		Maritimibacter	Maritimibacter harenae	UniProt
A0A845M7H8		Maritimibacter	Maritimibacter harenae	UniProt
A0A845UX04		Wenzhouxiangella	Wenzhouxiangella limi	UniProt
A0A846MTF2		Thermonema	Thermonema lapsum	UniProt
A0A846VZ85		Nocardia	Nocardia coubleae	UniProt
A0A846W6K7		Nocardia	Nocardia coubleae	UniProt
A0A846W6N1		Nocardia	Nocardia coubleae	UniProt
A0A846X2V9		Tsukamurella	Tsukamurella spumae	UniProt
A0A846XCF4		Nocardia	Nocardia speluncae	UniProt
A0A846XIX7		Nocardia	Nocardia speluncae	UniProt
A0A846XRB3		Nocardia	Nocardia vermiculata	UniProt
A0A846Y3A4		Nocardia	Nocardia vermiculata	UniProt
A0A846YC67		Nocardia	Nocardia flavorosea	UniProt
A0A846YE04		Nocardia	Nocardia flavorosea	UniProt
A0A846YMV2		Nocardia	Nocardia flavorosea	UniProt
A0A846Z017		Actinomadura	Actinomadura latina	UniProt
A0A846ZN36		Oleiagrimonas	Oleiagrimonas citrea	UniProt
A0A847HB61		Corynebacterium	Corynebacterium marinum	UniProt
A0A848FDY2		Azohydromonas	Azohydromonas caseinilytica	UniProt
A0A848IUA8		Paraburkholderia	Paraburkholderia polaris	UniProt
A0A848IVF5		Marinigracilibium	Marinigracilibium pacificum	UniProt
A0A848KCG3		Antrihabitans	Antrihabitans stalactiti	UniProt
A0A848KG24		Antrihabitans	Antrihabitans stalactiti	UniProt
A0A848KIK0		Antrihabitans	Antrihabitans stalactiti	UniProt
A0A848KJF3		Antrihabitans	Antrihabitans stalactiti	UniProt
A0A848KJV9		Antrihabitans	Antrihabitans stalactiti	UniProt
A0A848KRQ9		Antrihabitans	Antrihabitans stalactiti	UniProt
A0A848KS45		Gordonia	Gordonia asplenii	UniProt
A0A848NTL4		Ralstonia	Ralstonia insidiosa	UniProt
A0A849AG79		Flexivirga	Flexivirga aerilata	UniProt
A0A849BXC6		Nocardia	Nocardia uniformis	UniProt
A0A849BZZ3		Nocardia	Nocardia uniformis	UniProt
A0A849KAB0		Ramlibacter	Ramlibacter montanisoli	UniProt
A0A850LLN7		Ruegeria	Ruegeria pomeroyi	UniProt
A0A850LLW2		Ruegeria	Ruegeria pomeroyi	UniProt
A0A850PJS0		Mycolicibacterium	Mycolicibacterium hippocampi	UniProt
A0A850PYG3		Mycolicibacterium	Mycolicibacterium hippocampi	UniProt
A0A850PZI4		Donghicola	Donghicola mangrovi	UniProt
A0A853I5G9		Spartinivicinus	Spartinivicinus marinus	UniProt
A0A853LV13		Mycobacterium	Mycobacterium colombiense	UniProt
A0A853M9V1		Mycobacterium	Mycobacterium colombiense	UniProt
A0A854EIQ1		Actinomyces	Actinomyces naeslundii	UniProt
A0A854NCF8		Corynebacterium	Corynebacterium diphtheriae bv. mitis	UniProt
A0A855ME84		Pectobacterium	Pectobacterium versatile	UniProt
A0A856USS6		Acinetobacter	Acinetobacter indicus	UniProt
A0A857IKB4		Acinetobacter	Acinetobacter haemolyticus	UniProt
A0A857KU77		Gordonia	Gordonia amarae	UniProt
A0A857MJ37		Gordonia	Gordonia amarae	UniProt
A0A858Q8C8		Methylococcus	Methylococcus geothermalis	UniProt
A0A858SLU7		Roseobacter	Roseobacter ponti	UniProt
A0A858SVL3		Roseobacter	Roseobacter ponti	UniProt
A0A866W1P1		Rhodococcus	Rhodococcus ruber	UniProt
A0A866W1U3		Rhodococcus	Rhodococcus ruber	UniProt
A0A873QI82		Mycolicibacterium	Mycolicibacterium mageritense (Mycobacterium mageritense)	UniProt
A0A873QIF7		Mycolicibacterium	Mycolicibacterium mageritense (Mycobacterium mageritense)	UniProt
A0A892I0X0		Burkholderia	Burkholderia dolosa	UniProt
A0A8A4TF17		Sulfidibacter	Sulfidibacter corallicola	UniProt
A0A8A8D4A3		Burkholderia	Burkholderia seminalis	UniProt
A0A8B4I773		Pseudomonas	Pseudomonas fluorescens	UniProt
A0A8B6M4J6		Methylocella	Methylocella tundrae	UniProt
A0A8E1RW60		Pantoea	Pantoea dispersa	UniProt
A0A8E1S0T0		Pantoea	Pantoea dispersa	UniProt
A0A8E2LR53		Mycobacterium	Mycobacterium persicum	UniProt
A0A8E2RRL8		Burkholderia	Burkholderia multivorans	UniProt
A0A8E4MFN7		Acinetobacter	Acinetobacter terrae	UniProt
A0A8F6TWS8		Gymnodinialimonas	Gymnodinialimonas ceratoperidinii	UniProt
A0A8F6YD46		Gymnodinialimonas	Gymnodinialimonas ceratoperidinii	UniProt
A0A8G0ZYT7		Neotabrizicola	Neotabrizicola shimadae	UniProt
A0A8G1A3B3		uncultured	uncultured Rhodococcus sp	UniProt
A0A8G1A3K1		uncultured	uncultured Nocardia sp	UniProt
A0A8G1A3R1		uncultured	uncultured Rhodococcus sp	UniProt
A0A8G1A4X5		uncultured	uncultured Marinobacter sp	UniProt
A0A8G1A4Y0		uncultured	uncultured Pseudomonas sp	UniProt
A0A8G1A4Y6		uncultured	uncultured Rhodococcus sp	UniProt
A0A8G1A508		uncultured	uncultured Marinobacter sp	UniProt
A0A8G1A5P0		uncultured	uncultured Alcanivorax sp	UniProt
A0A8G1EDT0		Neotabrizicola	Neotabrizicola shimadae	UniProt
A0A8G1EHT9		uncultured	uncultured Marinobacter sp	UniProt
A0A8H2JAD7		Mycolicibacterium	Mycolicibacterium mucogenicum DSM 44124	UniProt
A0A8H2JJF4		Mycolicibacterium	Mycolicibacterium mucogenicum DSM 44124	UniProt
A0A8H2K1L9		Acinetobacter	Acinetobacter radioresistens	UniProt
A0A8H2NPW7		Pseudomonas	Pseudomonas fluorescens	UniProt
A0A8H2PK59		Mycolicibacterium	Mycolicibacterium mucogenicum DSM 44124	UniProt
A0A8H9HDU7		Actinomyces	Actinomyces gaoshouyii	UniProt
A0A8H9L6Q7		Deinococcus	Deinococcus arenae	UniProt
A0A8H9LK65		Streptomyces	Streptomyces gougerotii	UniProt
A0A8I0D275		Pseudomonas	Pseudomonas tritici	UniProt
A0A8I0ZQM7		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
A0A8I0ZTF5		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
A0A8I1AJG6		Acinetobacter	Acinetobacter bereziniae (Acinetobacter genomosp. 10)	UniProt
A0A8I1AMN9		Burkholderia	Burkholderia cepacia (Pseudomonas cepacia)	UniProt
A0A8I1D513		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
A0A8I1E063		Pseudomonas	Pseudomonas rhodesiae	UniProt
A0A8I1GI01		Rhodomicrobium	Rhodomicrobium udaipurense	UniProt
A0A8I1HZ20		Corynebacterium	Corynebacterium tuberculostearicum	UniProt
A0A8J2V2V7		Aquisalinus	Aquisalinus flavus	UniProt
A0A8J2VM04		Pullulanibacillus	Pullulanibacillus camelliae	UniProt
A0A8J2XIT5		Aquaticitalea	Aquaticitalea lipolytica	UniProt
A0A8J2YUE7		Aliidongia	Aliidongia dinghuensis	UniProt
A0A8J2ZH68		Salipiger	Salipiger pallidus	UniProt
A0A8J3CTU3		Algimonas	Algimonas arctica	UniProt
A0A8J3EB77		Caldovatus	Caldovatus sediminis	UniProt
A0A8J3EHC4		Salipiger	Salipiger pallidus	UniProt
A0A8J3ER77		Aquisalinus	Aquisalinus luteolus	UniProt
A0A8J3ERI2		Aquisalinus	Aquisalinus luteolus	UniProt
A0A8J3GW14		Seohaeicola	Seohaeicola zhoushanensis	UniProt
A0A8J3H5W2		Pseudodonghicola	Pseudodonghicola xiamenensis	UniProt
A0A8J3H6E1		Pseudodonghicola	Pseudodonghicola xiamenensis	UniProt
A0A8J3J2M6		Actinocatenispora	Actinocatenispora rupis	UniProt
A0A8J3JQY4		Catellatospora	Catellatospora bangladeshensis	UniProt
A0A8J3K7S7		Catellatospora	Catellatospora chokoriensis	UniProt
A0A8J3KQV7		Catellatospora	Catellatospora citrea	UniProt
A0A8J3L615		Catellatospora	Catellatospora coxensis	UniProt
A0A8J3M3J1		Seohaeicola	Seohaeicola zhoushanensis	UniProt
A0A8J3NUT5		Catellatospora	Catellatospora chokoriensis	UniProt
A0A8J3P373		Catellatospora	Catellatospora citrea	UniProt
A0A8J3PKG2		Catellatospora	Catellatospora methionotrophica	UniProt
A0A8J3PN99		Planosporangium	Planosporangium flavigriseum	UniProt
A0A8J3RP30		Planobispora	Planobispora longispora	UniProt
A0A8J3RQR6		Planobispora	Planobispora longispora	UniProt
A0A8J3T3R3		Planobispora	Planobispora takensis	UniProt
A0A8J3WF52		Planobispora	Planobispora rosea	UniProt
A0A8J3WGN3		Planobispora	Planobispora rosea	UniProt
A0A8J3WPZ0		Planobispora	Planobispora siamensis	UniProt
A0A8J3X0Y6		Planosporangium	Planosporangium mesophilum	UniProt
A0A8J4ALH6		Actinocatenispora	Actinocatenispora comari	UniProt
A0A8J7GIX5		Longispora	Longispora fulva	UniProt
A0A8J7IUA7		Sedimentitalea	Sedimentitalea arenosa	UniProt
A0A8J7IZ24		Halocynthiibacter	Halocynthiibacter styelae	UniProt
A0A8J7LLL9		Halocynthiibacter	Halocynthiibacter styelae	UniProt
A0A8J7LZN6		Sedimentitalea	Sedimentitalea arenosa	UniProt
A0A8J7MLL1		Fuscibacter	Fuscibacter oryzae	UniProt
A0A8J7MUJ6		Fuscibacter	Fuscibacter oryzae	UniProt
A0A8J7U4V7		Acanthopleuribacter	Acanthopleuribacter pedis	UniProt
A0A8J7WEG9		Thetidibacter	Thetidibacter halocola	UniProt
A0A8J7WS15		Actinocrinis	Actinocrinis puniceicyclus	UniProt
A0A8J8B978		Thetidibacter	Thetidibacter halocola	UniProt
A0A8J8JSH1		Limnovirga	Limnovirga soli	UniProt
A0A8J8MTH6		Falsirhodobacter	Falsirhodobacter algicola	UniProt
A0A8J8TTW6		Natronococcus	Natronococcus pandeyae	UniProt
