protein_id	taxid	genus	species	source_db
A0A8K0Y1B0		Szabonella	Szabonella alba	UniProt
A0A8K0Y1P7		Szabonella	Szabonella alba	UniProt
A0A8S0XI19		Candidatus	Candidatus Methylobacter favarea	UniProt
A0A8X8H2F1		Fertoeibacter	Fertoeibacter niger	UniProt
A0A8X8KGL1		Acinetobacter	Acinetobacter guillouiae (Acinetobacter genomosp. 11)	UniProt
A0A8X8KMH1		Fertoeibacter	Fertoeibacter niger	UniProt
A0A916DU98		Aureispira	Aureispira anguillae	UniProt
A0A916FCK2		Candidatus	Candidatus Nitrotoga fabula	UniProt
A0A916JP66		Parvicella	Parvicella tangerina	UniProt
A0A916L8C7		Mycobacterium	Mycobacterium tuberculosis	UniProt
A0A916QWZ1		Neptunicoccus	Neptunicoccus cionae	UniProt
A0A916SGU4		Polaromonas	Polaromonas eurypsychrophila	UniProt
A0A916SVV4		Gordonia	Gordonia jinhuaensis	UniProt
A0A916T3X8		Flexivirga	Flexivirga endophytica	UniProt
A0A916U1Z2		Hoyosella	Hoyosella rhizosphaerae	UniProt
A0A916U2A1		Hoyosella	Hoyosella rhizosphaerae	UniProt
A0A916U2J1		Hoyosella	Hoyosella rhizosphaerae	UniProt
A0A916UA93		Hoyosella	Hoyosella rhizosphaerae	UniProt
A0A916UUV4		Chelatococcus	Chelatococcus reniformis	UniProt
A0A916UVR7		Chelatococcus	Chelatococcus reniformis	UniProt
A0A916VR22		Neptunicoccus	Neptunicoccus cionae	UniProt
A0A916XH39		Hoyosella	Hoyosella rhizosphaerae	UniProt
A0A916ZUE5		Psychroflexus	Psychroflexus salis	UniProt
A0A917A7A9		Primorskyibacter	Primorskyibacter flagellatus	UniProt
A0A917AIT1		Actibacterium	Actibacterium pelagium	UniProt
A0A917BKB5		Ornithinimicrobium	Ornithinimicrobium tianjinense	UniProt
A0A917DRW9		Emticicia	Emticicia aquatilis	UniProt
A0A917EHB8		Primorskyibacter	Primorskyibacter flagellatus	UniProt
A0A917FXK2		Rhodococcoides	Rhodococcoides trifolii	UniProt
A0A917G7F3		Lysinibacillus	Lysinibacillus alkalisoli	UniProt
A0A917GC27		Bizionia	Bizionia arctica	UniProt
A0A917GQH4		Kocuria	Kocuria dechangensis	UniProt
A0A917HG13		Paenibacillus	Paenibacillus radicis (ex Gao et al. 2016)	UniProt
A0A917KE28		Neoroseomonas	Neoroseomonas lacus	UniProt
A0A917LG61		Rhodococcoides	Rhodococcoides trifolii	UniProt
A0A917LXC9		Kocuria	Kocuria dechangensis	UniProt
A0A917MD24		Polaribacter	Polaribacter pacificus	UniProt
A0A917MPG6		Rothia	Rothia aerolata	UniProt
A0A917Q8D6		Salinarimonas	Salinarimonas ramus	UniProt
A0A917QCC7		Nocardia	Nocardia camponoti	UniProt
A0A917QDL4		Nocardia	Nocardia camponoti	UniProt
A0A917RF51		Nocardia	Nocardia jinanensis	UniProt
A0A917RHT6		Nocardia	Nocardia jinanensis	UniProt
A0A917RKB9		Nocardia	Nocardia jinanensis	UniProt
A0A917SS22		Pseudooceanicola	Pseudooceanicola nanhaiensis	UniProt
A0A917T4L7		Pseudooceanicola	Pseudooceanicola nanhaiensis	UniProt
A0A917U708		Dactylosporangium	Dactylosporangium sucinum	UniProt
A0A917V7E3		Nocardia	Nocardia camponoti	UniProt
A0A917VQT0		Nocardia	Nocardia jinanensis	UniProt
A0A917VT67		Nocardia	Nocardia jinanensis	UniProt
A0A918DDV2		Gemmobacter	Gemmobacter aquaticus	UniProt
A0A918EHX3		Streptomyces	Streptomyces roseolilacinus	UniProt
A0A918ETR0		Streptomyces	Streptomyces pilosus	UniProt
A0A918H418		Streptomyces	Streptomyces purpureus	UniProt
A0A918HXJ3		Streptomyces	Streptomyces lavendofoliae	UniProt
A0A918ITY3		Gemmobacter	Gemmobacter lanyuensis	UniProt
A0A918JIH2		Alteromonas	Alteromonas halophila	UniProt
A0A918JK79		Advenella	Advenella faeciporci	UniProt
A0A918K2N3		Saccharospirillum	Saccharospirillum salsuginis	UniProt
A0A918NF52		Litorimonas	Litorimonas cladophorae	UniProt
A0A918SR20		Streptomyces	Streptomyces termitum	UniProt
A0A918TEB7		Neogemmobacter	Neogemmobacter tilapiae	UniProt
A0A918U5M5		Streptomyces	Streptomyces fructofermentans	UniProt
A0A918UAR9		Paludibacterium	Paludibacterium paludis	UniProt
A0A918UCL1		Novosphingobium	Novosphingobium colocasiae	UniProt
A0A918ULY6		Streptomyces	Streptomyces inusitatus	UniProt
A0A918W6W8		Cognatilysobacter	Cognatilysobacter bugurensis	UniProt
A0A918W8F7		Cognatilysobacter	Cognatilysobacter bugurensis	UniProt
A0A918WPN0		Neogemmobacter	Neogemmobacter tilapiae	UniProt
A0A918WT03		Streptomyces	Streptomyces finlayi	UniProt
A0A918XBC6		Nocardiopsis	Nocardiopsis kunsanensis	UniProt
A0A918XG49		Nocardiopsis	Nocardiopsis kunsanensis	UniProt
A0A919BI79		Streptomyces	Streptomyces filamentosus (Streptomyces roseosporus)	UniProt
A0A919ETZ9		Streptomyces	Streptomyces capoamus	UniProt
A0A919FWU4		Kitasatospora	Kitasatospora indigofera	UniProt
A0A919JEX2		Actinoplanes	Actinoplanes nipponensis	UniProt
A0A919NQ56		Paractinoplanes	Paractinoplanes tereljensis	UniProt
A0A919RMB9		Sinosporangium	Sinosporangium siamense	UniProt
A0A919SZ36		Actinoplanes	Actinoplanes auranticolor	UniProt
A0A919UHB4		Dactylosporangium	Dactylosporangium siamense	UniProt
A0A919V8A3		Sinosporangium	Sinosporangium siamense	UniProt
A0A919XJE1		Paenibacillus	Paenibacillus albilobatus	UniProt
A0A919XRH9		Paenibacillus	Paenibacillus antibioticophila	UniProt
A0A919Y9Z8		Paenibacillus	Paenibacillus apis	UniProt
A0A919YTL6		Paenibacillus	Paenibacillus montaniterrae	UniProt
A0A921MFS7		Brevibacterium	Brevibacterium senegalense	UniProt
A0A921NP00		Profundibacterium	Profundibacterium mesophilum KAUST100406-0324	UniProt
A0A921NR77		Profundibacterium	Profundibacterium mesophilum KAUST100406-0324	UniProt
A0A921T9Y1		Pseudomonas	Pseudomonas lactis	UniProt
A0A922P1D5		Pseudorhizobium	Pseudorhizobium pelagicum	UniProt
A0A923HJ68		Undibacterium	Undibacterium jejuense	UniProt
A0A923K0J4		Pseudomonas	Pseudomonas peradeniyensis	UniProt
A0A923KPW4		Undibacterium	Undibacterium jejuense	UniProt
A0A923MVB2		Ramlibacter	Ramlibacter cellulosilyticus	UniProt
A0A923PK94		Neolewinella	Neolewinella lacunae	UniProt
A0A923S1M8		Ramlibacter	Ramlibacter albus	UniProt
A0A926JCJ1		Paracoccus	Paracoccus amoyensis	UniProt
A0A927BAI9		Hymenobacter	Hymenobacter montanus	UniProt
A0A927HGM6		Sulfitobacter	Sulfitobacter aestuariivivens	UniProt
A0A927JAU6		Lolliginicoccus	Lolliginicoccus lacisalsi	UniProt
A0A927JCG2		Lolliginicoccus	Lolliginicoccus lacisalsi	UniProt
A0A927JCU5		Lolliginicoccus	Lolliginicoccus lacisalsi	UniProt
A0A927JD31		Lolliginicoccus	Lolliginicoccus lacisalsi	UniProt
A0A931CB52		Actinoplanes	Actinoplanes aureus	UniProt
A0A931FGB3		Streptacidiphilus	Streptacidiphilus fuscans	UniProt
A0A931GBP7		Pseudomonas	Pseudomonas chaetocerotis	UniProt
A0A931I6F9		Nocardia	Nocardia bovistercoris	UniProt
A0A931I7Z8		Nocardia	Nocardia bovistercoris	UniProt
A0A931IAD7		Nocardia	Nocardia bovistercoris	UniProt
A0A931IEY8		Nocardia	Nocardia bovistercoris	UniProt
A0A931NGE9		Inhella	Inhella proteolytica	UniProt
A0A934HMF2		Pontibaca	Pontibaca salina	UniProt
A0A934I958		Palleronia	Palleronia pontilimi	UniProt
A0A934IJQ8		Palleronia	Palleronia pontilimi	UniProt
A0A934NNB7		Antrihabitans	Antrihabitans stalagmiti	UniProt
A0A934NQZ3		Antrihabitans	Antrihabitans stalagmiti	UniProt
A0A934SAS3		Paracoccus	Paracoccus caeni	UniProt
A0A934U3R6		Antrihabitans	Antrihabitans stalagmiti	UniProt
A0A934WNR7		Ramlibacter	Ramlibacter ginsenosidimutans	UniProt
A0A934X1P9		Marivirga	Marivirga aurantiaca	UniProt
A0A936Z0J3		Ramlibacter	Ramlibacter monticola	UniProt
A0A936ZVA5		Aquimarina	Aquimarina mytili	UniProt
A0A937DEU4		Marivirga	Marivirga atlantica	UniProt
A0A937FXV4		Fulvivirga	Fulvivirga marina	UniProt
A0A937RG40		Frankia	Frankia nepalensis	UniProt
A0A939G631		Fibrella	Fibrella aquatilis	UniProt
A0A939GGS8		Fibrella	Fibrella rubiginis	UniProt
A0A939II17		Parahaliea	Parahaliea mediterranea	UniProt
A0A940MHQ3		Sagittula	Sagittula salina	UniProt
A0A940MP46		Sagittula	Sagittula salina	UniProt
A0A940N391		Pararoseomonas	Pararoseomonas indoligenes	UniProt
A0A951MBB0		Arthrospiribacter	Arthrospiribacter ruber	UniProt
A0A952FJU8		Inquilinus	Inquilinus limosus	UniProt
A0A964TB90		Flagellimonas	Flagellimonas ochracea	UniProt
A0A964V173		Streptomyces	Streptomyces boluensis	UniProt
A0A967AJB7		Psychroflexus	Psychroflexus maritimus	UniProt
A0A967AU48		Pelagihabitans	Pelagihabitans pacificus	UniProt
A0A967B852		Acetobacter	Acetobacter estunensis	UniProt
A0A967BAM1		Roseovarius	Roseovarius gahaiensis	UniProt
A0A969W715		Solimonas	Solimonas marina	UniProt
A0A970B6I9		Solimonas	Solimonas marina	UniProt
A0A970B7H0		Solimonas	Solimonas marina	UniProt
A0A972NP29		Paraburkholderia	Paraburkholderia elongata	UniProt
A0A972NRD4		Paraburkholderia	Paraburkholderia elongata	UniProt
A0A972W0B5		SAR86	SAR86 cluster bacterium	UniProt
A0A973W2Q7		Bradyrhizobium	Bradyrhizobium septentrionale	UniProt
A0A974ACC7		Bradyrhizobium	Bradyrhizobium quebecense	UniProt
A0A974VYI8		Rhodococcus	Rhodococcus pseudokoreensis	UniProt
A0A974ZRH4		Rhodococcus	Rhodococcus pseudokoreensis	UniProt
A0A975A0V4		Fulvivirga	Fulvivirga lutea	UniProt
A0A975EQQ1		Cognatishimia	Cognatishimia activa	UniProt
A0A975ES77		Cognatishimia	Cognatishimia activa	UniProt
A0A975JDP0		Sulfitobacter	Sulfitobacter albidus	UniProt
A0A975JVT7		Mycobacterium	Mycobacterium spongiae	UniProt
A0A975K0V6		Mycobacterium	Mycobacterium spongiae	UniProt
A0A975P5Y3		Gemmobacter	Gemmobacter fulvus	UniProt
A0A975P9N1		Gemmobacter	Gemmobacter fulvus	UniProt
A0A975T4E4		Nocardioides	Nocardioides panacis	UniProt
A0A975TYV4		Gymnodinialimonas	Gymnodinialimonas phycosphaerae	UniProt
A0A975W812		Marinovum	Marinovum algicola	UniProt
A0A975WC44		Marinovum	Marinovum algicola	UniProt
A0A975XCU0		Cupriavidus	Cupriavidus taiwanensis	UniProt
A0A975XGH9		Cupriavidus	Cupriavidus taiwanensis	UniProt
A0A975YI19		Gymnodinialimonas	Gymnodinialimonas phycosphaerae	UniProt
A0A976AMP4		Cupriavidus	Cupriavidus taiwanensis	UniProt
A0A976AZJ7		Cupriavidus	Cupriavidus taiwanensis	UniProt
A0A9C7CVK0		Polynucleobacter	Polynucleobacter yangtzensis	UniProt
A0A9C7QV24		Serratia	Serratia grimesii	UniProt
A0A9D1UKY4		Candidatus	Candidatus Corynebacterium avicola	UniProt
A0A9D2PXD1		Candidatus	Candidatus Brachybacterium intestinipullorum	UniProt
A0A9D2TMW9		Candidatus	Candidatus Corynebacterium faecigallinarum	UniProt
A0A9D2ZZ64		Acinetobacter	Acinetobacter lwoffii	UniProt
A0A9D7LR74		Candidatus	Candidatus Dechloromonas phosphorivorans	UniProt
A0A9D7S6D7		Candidatus	Candidatus Defluviibacterium haderslevense	UniProt
A0A9D7SFZ2		Candidatus	Candidatus Geothrix skivensis	UniProt
A0A9D7XSJ9		Candidatus	Candidatus Opimibacter skivensis	UniProt
A0A9E6TPF0		Pseudomonas	Pseudomonas vanderleydeniana	UniProt
A0A9E8HJR5		Alkalimarinus	Alkalimarinus sediminis	UniProt
A0A9E8HKC8		Alkalimarinus	Alkalimarinus sediminis	UniProt
A0A9E8MVD4		Lacinutrix	Lacinutrix neustonica	UniProt
A0A9N7LSK8		Mycobacterium	Mycobacterium pseudoshottsii	UniProt
A0A9N7QJR0		Mycobacterium	Mycobacterium pseudoshottsii	UniProt
A0A9N8CXH6		Providencia	Providencia rettgeri	UniProt
A0A9N8GWB7		Providencia	Providencia rettgeri	UniProt
A0A9N8QV46		Paraburkholderia	Paraburkholderia domus	UniProt
A0A9N8R6L0		Paraburkholderia	Paraburkholderia domus	UniProt
A0A9P0UXJ5		Klebsiella	Klebsiella variicola	UniProt
A0A9P2HAX3		Mycobacterium	Mycobacterium tuberculosis variant africanum K85	UniProt
A0A9P3Q4E5		Mycobacterium	Mycobacterium kiyosense	UniProt
A0A9Q2NS53		Marivita	Marivita cryptomonadis	UniProt
A0A9Q2RQU2		Pseudosulfitobacter	Pseudosulfitobacter pseudonitzschiae	UniProt
A0A9Q2XP29		Pseudomonas	Pseudomonas aegrilactucae	UniProt
A0A9Q3UN53		Alloalcanivorax	Alloalcanivorax marinus	UniProt
A0A9Q3W334		Alloalcanivorax	Alloalcanivorax xenomutans	UniProt
A0A9Q3W584		Alloalcanivorax	Alloalcanivorax xenomutans	UniProt
A0A9Q3X0K1		Pseudomonas	Pseudomonas syringae	UniProt
A0A9Q3X3S5		Pseudomonas	Pseudomonas syringae	UniProt
A0A9Q3ZGJ0		Alloalcanivorax	Alloalcanivorax xenomutans	UniProt
A0A9Q3ZN00		Ruegeria	Ruegeria pomeroyi	UniProt
A0A9Q3ZP16		Ruegeria	Ruegeria pomeroyi	UniProt
A0A9Q5EZZ1		Rhodococcus	Rhodococcus hoagii (Corynebacterium equii)	UniProt
A0A9Q6N9H0		Pseudomonas	Pseudomonas protegens	UniProt
A0A9Q6S9W5		Paraburkholderia	Paraburkholderia caribensis	UniProt
A0A9Q6SA15		Paraburkholderia	Paraburkholderia caribensis	UniProt
A0A9Q7WHE2		Mycobacteroides	Mycobacteroides abscessus subsp. bolletii	UniProt
A0A9Q9HB52		Aliiroseovarius	Aliiroseovarius crassostreae	UniProt
A0A9Q9I8S9		Dactylosporangium	Dactylosporangium aurantiacum	UniProt
A0A9Q9LWH3		Leisingera	Leisingera caerulea (Phaeobacter caeruleus)	UniProt
A0A9Q9LX51		Aliiroseovarius	Aliiroseovarius crassostreae	UniProt
A0A9Q9SQ84		Burkholderia	Burkholderia arboris	UniProt
A0A9R0P2G3		Amycolatopsis	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei)	UniProt
A0A9W3K0B9		Burkholderia	Burkholderia cepacia GG4	UniProt
A0A9W3K2B9		Burkholderia	Burkholderia cepacia GG4	UniProt
A0A9W4AYD4		Mycobacterium	Mycobacterium gallinarum	UniProt
A0A9W4B8Q0		Mycobacterium	Mycobacterium gallinarum	UniProt
A0A9W6J1J4		Hansschlegelia	Hansschlegelia plantiphila	UniProt
A0A9W6J5G5		Hansschlegelia	Hansschlegelia plantiphila	UniProt
A0A9W6JBL1		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
A0A9W6JNT6		Methylopila	Methylopila turkensis	UniProt
A0A9W6K8M9		Pseudomonas	Pseudomonas turukhanskensis	UniProt
A0A9W6N1A9		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
A0A9W6NSS5		Dactylosporangium	Dactylosporangium matsuzakiense	UniProt
A0A9W6P6V8		Nocardiopsis	Nocardiopsis ansamitocini	UniProt
A0A9W6Q2I2		Actinomadura	Actinomadura rubrobrunea	UniProt
A0A9W6RLM0		Actinoallomurus	Actinoallomurus iriomotensis	UniProt
A0A9W6S7G0		Actinoallomurus	Actinoallomurus iriomotensis	UniProt
A0A9W6SRS3		Actinorhabdospora	Actinorhabdospora filicis	UniProt
A0A9W6URX1		Kitasatospora	Kitasatospora phosalacinea	UniProt
A0A9W6VA90		Actinokineospora	Actinokineospora globicatena	UniProt
A0A9W9ZLF2		Desmophyllum	Desmophyllum pertusum	UniProt
A0A9X0Y846		Pseudomonas	Pseudomonas lactucae	UniProt
A0A9X1F8N9		Winogradskyella	Winogradskyella luteola	UniProt
A0A9X1FS54		Roseobacter	Roseobacter insulae	UniProt
A0A9X1G056		Roseobacter	Roseobacter insulae	UniProt
A0A9X1HR51		Fulvivirga	Fulvivirga sedimenti	UniProt
A0A9X1WFI1		Corynebacterium	Corynebacterium kalidii	UniProt
A0A9X1WXS1		Acinetobacter	Acinetobacter sedimenti	UniProt
A0A9X1X0N9		Acinetobacter	Acinetobacter sedimenti	UniProt
A0A9X1Z0Y7		Pseudomonas	Pseudomonas morbosilactucae	UniProt
A0A9X2C0W3		Scleromatobacter	Scleromatobacter humisilvae	UniProt
A0A9X2E6M0		Nocardia	Nocardia pulmonis	UniProt
A0A9X2EAD3		Nocardia	Nocardia pulmonis	UniProt
A0A9X2F2S6		Solitalea	Solitalea agri	UniProt
A0A9X2FP37		Limimaricola	Limimaricola litoreus	UniProt
A0A9X2FQF4		Limimaricola	Limimaricola litoreus	UniProt
A0A9X2IVF1		Nocardia	Nocardia pulmonis	UniProt
A0A9X2LAK6		Parvularcula	Parvularcula maris	UniProt
A0A9X2T035		Aquiflexum	Aquiflexum gelatinilyticum	UniProt
A0A9X2WC93		Thalassolituus	Thalassolituus pacificus	UniProt
A0A9X2WJ08		Thalassolituus	Thalassolituus pacificus	UniProt
A0A9X2XEG5		Pseudomonas	Pseudomonas koreensis	UniProt
A0A9X2YEQ6		Mycolicibacterium	Mycolicibacterium rufum	UniProt
A0A9X2YSY4		[Mycobacterium]	[Mycobacterium] manitobense	UniProt
A0A9X2Z1N0		Mycobacterium	Mycobacterium yunnanensis	UniProt
A0A9X3BIX3		Mycolicibacterium	Mycolicibacterium rufum	UniProt
A0A9X3BPC3		[Mycobacterium]	[Mycobacterium] manitobense	UniProt
A0A9X3IG49		Acinetobacter	Acinetobacter nematophilus	UniProt
A0A9X3RFC0		Corynebacterium	Corynebacterium evansiae	UniProt
A0A9X4DCC9		Pseudomonas	Pseudomonas asiatica	UniProt
A0A9X4DK44		Pseudomonas	Pseudomonas asiatica	UniProt
A0A9X4ELV1		Tenacibaculum	Tenacibaculum larymnensis	UniProt
A0A9X4LK36		Pelomonas	Pelomonas aquatica	UniProt
A0A9X4M0G7		Speluncibacter	Speluncibacter jeojiensis	UniProt
A0A9X4M471		Speluncibacter	Speluncibacter jeojiensis	UniProt
A0A9X4M537		Speluncibacter	Speluncibacter jeojiensis	UniProt
A0A9X4YBD5		Vreelandella	Vreelandella halophila	UniProt
A0A9X5LSH0		Cutibacterium	Cutibacterium granulosum DSM 20700	UniProt
A0A9X5QNA2		Pseudomonas	Pseudomonas marginalis (Pseudomonas panacis)	UniProt
A0A9X7IID1		Mycolicibacter	Mycolicibacter virginiensis	UniProt
A0A9X7IMK8		Mycolicibacter	Mycolicibacter virginiensis	UniProt
A0A9X7MZS9		Pseudomonas	Pseudomonas denitrificans	UniProt
A0A9X7UCM2		Sphingobium	Sphingobium yanoikuyae (Sphingomonas yanoikuyae)	UniProt
A0A9X7UYU4		Venatoribacter	Venatoribacter cucullus	UniProt
A0A9X7WFY4		Mycolicibacter	Mycolicibacter heraklionensis	UniProt
A0A9X7ZGG6		Mycolicibacter	Mycolicibacter heraklionensis	UniProt
A0A9X8D6K4		Acidovorax	Acidovorax cavernicola	UniProt
A0A9X8JL92		Pectobacterium	Pectobacterium zantedeschiae	UniProt
A0A9X8VFI7		Serratia	Serratia marcescens	UniProt
A0A9X8VJV2		Serratia	Serratia marcescens	UniProt
A0A9X9FWY5		Pseudomonas	Pseudomonas marginalis (Pseudomonas panacis)	UniProt
A0A9Y2KZ51		Parasedimentitalea	Parasedimentitalea psychrophila	UniProt
A0A9Y2L2S5		Parasedimentitalea	Parasedimentitalea psychrophila	UniProt
A0AA36NYT2		Acinetobacter	Acinetobacter nosocomialis 28F	UniProt
A0AA36XMB2		Neisseria	Neisseria macacae ATCC 33926	UniProt
A0AA37BT27		Streptomyces	Streptomyces albidoflavus	UniProt
A0AA37M568		Methylobacterium	Methylobacterium frigidaeris	UniProt
A0AA37S7U9		Litoribrevibacter	Litoribrevibacter albus	UniProt
A0AA37U5S4		Cypionkella	Cypionkella aquatica	UniProt
A0AA37US66		Mycobacterium	Mycobacterium montefiorense	UniProt
A0AA37VPM3		Pseudomonas	Pseudomonas putida (Arthrobacter siderocapsulatus)	UniProt
A0AA37WFR2		Portibacter	Portibacter lacus	UniProt
A0AA37X297		Cypionkella	Cypionkella aquatica	UniProt
A0AA40R4M2		Burkholderia	Burkholderia ubonensis	UniProt
A0AA40RAZ3		Burkholderia	Burkholderia ubonensis	UniProt
A0AA41E8B2		Burkholderia	Burkholderia ambifaria	UniProt
A0AA41L6M1		Duganella	Duganella violaceipulchra	UniProt
A0AA41WLL9		Ralstonia	Ralstonia chuxiongensis	UniProt
A0AA41XPP8		Mycobacterium	Mycobacterium alsense	UniProt
A0AA41XRQ0		Mycobacterium	Mycobacterium alsense	UniProt
A0AA42C0Q9		Mycobacterium	Mycobacterium alsense	UniProt
A0AA42I5R3		Acinetobacter	Acinetobacter courvalinii	UniProt
A0AA42I5W9		Acinetobacter	Acinetobacter courvalinii	UniProt
A0AA42ID44		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA42K135		Providencia	Providencia huashanensis	UniProt
A0AA42LD77		Ectopseudomonas	Ectopseudomonas toyotomiensis	UniProt
A0AA42LEW4		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA42MAD0		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA42QQ88		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA42SN04		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA42SS76		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA42ST67		Aquipseudomonas	Aquipseudomonas alcaligenes (Pseudomonas alcaligenes)	UniProt
A0AA42XHD9		Acinetobacter	Acinetobacter johnsonii	UniProt
A0AA44LEB1		Citrobacter	Citrobacter braakii	UniProt
A0AA44SM75		Citrobacter	Citrobacter freundii	UniProt
A0AA44YBS8		Acinetobacter	Acinetobacter baumannii	UniProt
A0AA44ZNM7		Pseudonocardia	Pseudonocardia alni (Amycolata alni)	UniProt
A0AA45BBQ0		Burkholderia	Burkholderia vietnamiensis	UniProt
A0AA45BFC2		Burkholderia	Burkholderia vietnamiensis	UniProt
A0AA46A3P9		Paracoccus	Paracoccus saliphilus	UniProt
A0AA46PRA7		Rhodococcus	Rhodococcus aetherivorans	UniProt
A0AA46S882		Acinetobacter	Acinetobacter ursingii	UniProt
A0AA46WV38		Rhodococcus	Rhodococcus rhodochrous	UniProt
A0AA47AA41		Rhodococcus	Rhodococcus rhodochrous	UniProt
A0AA48HK42		Roseicyclus	Roseicyclus marinus	UniProt
A0AA48HNP3		Planctobacterium	Planctobacterium marinum	UniProt
A0AA48KLG6		Roseicyclus	Roseicyclus marinus	UniProt
A0AA49GDD1		Marivirga	Marivirga arenosa	UniProt
A0AA51ND07		Marivirga	Marivirga salinarum	UniProt
A0AA51RR99		Pleionea	Pleionea litopenaei	UniProt
A0AA51ZY12		Marivirga	Marivirga arenosa	UniProt
A0AA86IWT3		Enterobacter	Enterobacter kobei	UniProt
A0AA86M8V4		Limnobacter	Limnobacter thiooxidans	UniProt
A0AA87QE25		Rhizobium	Rhizobium rhizogenes NBRC 13257	UniProt
A0AA90NI27		Tsukamurella	Tsukamurella strandjordii	UniProt
A0AA91BZT6		Ruegeria	Ruegeria atlantica	UniProt
A0AA91F207		Mycolicibacter	Mycolicibacter heraklionensis	UniProt
A0AA91LX81		Mycobacterium	Mycobacterium branderi	UniProt
A0AA91TZ02		Halopseudomonas	Halopseudomonas pelagia	UniProt
A0AA91U149		Halopseudomonas	Halopseudomonas pelagia	UniProt
A0AA91U1X5		Halopseudomonas	Halopseudomonas pelagia	UniProt
A0AA92EBX5		Ralstonia	Ralstonia solanacearum (Pseudomonas solanacearum)	UniProt
A0AA92X8E0		Serratia	Serratia inhibens	UniProt
A0AA92XA97		Serratia	Serratia inhibens	UniProt
A0AA95NII6		Paucibacter	Paucibacter sediminis	UniProt
A0AA97GVC0		Gordonia	Gordonia sp. MP11Mi	UniProt
A0AAC8QNR7		Phytobacter	Phytobacter ursingii	UniProt
A0AAC8TLE0		Phytobacter	Phytobacter ursingii	UniProt
A0AAC8YEJ1		Acidipropionibacterium	Acidipropionibacterium acidipropionici	UniProt
A0AAC8ZRQ5		Cronobacter	Cronobacter universalis NCTC 9529	UniProt
A0AAC9NIQ0		Polynucleobacter	Polynucleobacter asymbioticus	UniProt
A0AAC9YM29		Mycobacterium	Mycobacterium marseillense	UniProt
A0AAC9ZBU6		Phaeobacter	Phaeobacter gallaeciensis	UniProt
A0AAD0FM59		Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	UniProt
A0AAD0J173		Burkholderia	Burkholderia cenocepacia	UniProt
A0AAD0J1P6		Burkholderia	Burkholderia cenocepacia	UniProt
A0AAD0JRU5		Dietzia	Dietzia psychralcaliphila	UniProt
A0AAD0JUQ7		Dietzia	Dietzia psychralcaliphila	UniProt
A0AAD0JUV1		Dietzia	Dietzia psychralcaliphila	UniProt
A0AAD0NP18		Dietzia	Dietzia psychralcaliphila	UniProt
A0AAD0NYA1		Gordonia	Gordonia terrae	UniProt
A0AAD0P1I0		Paenibacillus	Paenibacillus odorifer	UniProt
A0AAD0RSI3		Chromobacterium	Chromobacterium rhizoryzae	UniProt
A0AAD0UQ06		Leptospira	Leptospira kmetyi	UniProt
A0AAD1H5G7		Mycobacterium	Mycobacterium xenopi	UniProt
A0AAD1HG55		Mycolicibacterium	Mycolicibacterium moriokaense	UniProt
A0AAD1HSM5		Mycolicibacter	Mycolicibacter terrae	UniProt
A0AAD1HUG4		Mycolicibacter	Mycolicibacter terrae	UniProt
A0AAD1L208		Citrobacter	Citrobacter braakii	UniProt
A0AAD1MBA9		Mycolicibacterium	Mycolicibacterium aichiense	UniProt
A0AAD1MV94		Mycolicibacterium	Mycolicibacterium litorale	UniProt
A0AAD1N0N6		Mycolicibacterium	Mycolicibacterium monacense (Mycobacterium monacense)	UniProt
A0AAD2BV00		Ralstonia	Ralstonia flatus	UniProt
A0AAD2EJH4		Ralstonia	Ralstonia mannitolilytica	UniProt
A0AAD2EM72		Ralstonia	Ralstonia wenshanensis	UniProt
A0AAD2F2H1		Ralstonia	Ralstonia thomasii	UniProt
A0AAD2F4E0		Ralstonia	Ralstonia thomasii	UniProt
A0AAD2PPH5		Citrobacter	Citrobacter freundii	UniProt
A0AAD2TZK9		Acinetobacter	Acinetobacter baumannii	UniProt
A0AAD2VQV6		Providencia	Providencia rettgeri	UniProt
A0AAD3RV70		Paracoccus	Paracoccus kondratievae	UniProt
A0AAD5QKK0		Parelaphostrongylus	Parelaphostrongylus tenuis (Meningeal worm)	UniProt
A0AAD5QMM2		Parelaphostrongylus	Parelaphostrongylus tenuis (Meningeal worm)	UniProt
